,time_0,activation_probability
0,1828.4469922672092,7.753053849430713e-10
1,1398.9204592042934,3.7739986101909156e-08
2,1570.2850495351704,2.0086933112024944e-13
3,1546.8920061034214,8.533909010709217e-11
4,1041.9149281448176,1.04434928216714e-05
5,1066.035103786211,6.129196579643516e-14
6,1347.0427151501922,1.5429968984512883e-09
7,1262.3123548563358,2.27493413585408e-17
8,1392.5835540013577,7.903126031634427e-13
9,1040.143851369996,2.521080053840604e-06
10,1049.3586415659713,3.6190074928691905e-15
11,1094.609823789095,4.828201549791053e-06
12,1120.9097232902595,1.029179977303558e-07
13,1121.167816155532,6.001310000065616e-08
14,1158.9104640835908,1.492962982509275e-07
15,1135.076792914103,1.3846540317122214e-06
16,1309.771022859688,3.5449355407535324e-08
17,1920.6045359683972,6.132437370821165e-14
18,1426.992449601786,6.845962464502712e-08
19,2503.239366676039,1.1101364805946797e-42
20,1640.3400913190214,2.7158466806758893e-08
21,1636.2069710900446,4.59544428698885e-12
22,2246.3800730439366,1.1732672019042278e-10
23,2032.300689708908,1.3985166866505623e-10
24,1024.040198764479,8.02156040468292e-08
25,1571.086131872255,1.0350764554864719e-09
26,1107.349827633779,6.41084955565479e-07
27,1215.7076172116986,2.242881292888059e-07
28,1374.0376075886525,1.3979821349540572e-13
29,1735.4962356471729,1.1876798882637043e-11
30,1209.526246417065,8.337810055351166e-16
31,1254.25579269018,2.4793079114453387e-09
32,1282.2517076578324,9.300868868540343e-08
33,1252.60118631597,3.100637247375168e-11
34,1350.5349514285515,2.054775063081364e-08
35,1449.0843577386015,4.006811726932136e-09
36,709.9341927816374,6.19564508382818e-05
37,1914.106080616609,1.534892474376488e-11
38,2193.3987450281074,1.3068136478699622e-10
39,743.0258335654312,4.494550200031364e-06
40,2044.587331706938,6.511216051003221e-13
41,652.0359187739392,9.633028997629898e-05
42,844.6864841252473,2.612346914503766e-05
43,885.0780479448077,2.9054475130890945e-08
44,1101.9155376915398,3.824705047882431e-18
45,1415.9609665378357,6.319668235314379e-09
46,979.9180867427208,2.447031749582877e-05
47,992.0307109315412,3.989327140331985e-06
48,831.77237644431,8.48621411221591e-09
49,823.0336542657333,4.452039974811266e-12
50,848.9223513063948,3.593934455853346e-07
51,964.034264010809,6.878576373369573e-12
52,932.6803985804728,2.9346366157995173e-07
53,898.9029788794501,3.755347173557008e-12
54,949.8871796720914,1.842700406797377e-21
55,979.988495910686,2.6978416886937743e-08
56,973.19791229538,6.849874947854378e-07
57,1015.0071536602184,1.62890232749704e-09
58,1097.4553697673184,1.6081268034100813e-06
59,509.74508130571854,6.674853802432258e-05
60,682.3609341529467,7.318105027222059e-19
